Module	Section	Sample Name	Source
FastQC	all_sections	P12002_180_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_180_R2_fastqc.zip
FastQC	all_sections	P12002_162_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_162_R2_fastqc.zip
FastQC	all_sections	P12002_178_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_178_R2_fastqc.zip
FastQC	all_sections	P12002_168_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_168_R2_fastqc.zip
FastQC	all_sections	P12002_172_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_172_R2_fastqc.zip
FastQC	all_sections	P12002_184_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_184_R2_fastqc.zip
FastQC	all_sections	P12002_167_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_167_R2_fastqc.zip
FastQC	all_sections	P12002_177_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_177_R2_fastqc.zip
FastQC	all_sections	P12002_115_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_115_R2_fastqc.zip
FastQC	all_sections	P12002_125_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_125_R2_fastqc.zip
FastQC	all_sections	P12002_171_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_171_R2_fastqc.zip
FastQC	all_sections	P12002_152_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_152_R2_fastqc.zip
FastQC	all_sections	P12002_123_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_123_R2_fastqc.zip
FastQC	all_sections	P12002_112_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_112_R2_fastqc.zip
FastQC	all_sections	P12002_110_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_110_R2_fastqc.zip
FastQC	all_sections	P12002_109_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_109_R2_fastqc.zip
FastQC	all_sections	P12002_136_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_136_R2_fastqc.zip
FastQC	all_sections	P12002_144_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_144_R2_fastqc.zip
FastQC	all_sections	P12002_118_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_118_R2_fastqc.zip
FastQC	all_sections	P12002_111_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_111_R2_fastqc.zip
FastQC	all_sections	P12002_129_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_129_R2_fastqc.zip
FastQC	all_sections	P12002_105_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_105_R2_fastqc.zip
FastQC	all_sections	P12002_113_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_113_R2_fastqc.zip
FastQC	all_sections	P12002_181_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_181_R2_fastqc.zip
FastQC	all_sections	P12002_145_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_145_R2_fastqc.zip
FastQC	all_sections	P12002_135_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_135_R2_fastqc.zip
FastQC	all_sections	P12002_106_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_106_R2_fastqc.zip
FastQC	all_sections	P12002_192_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_192_R2_fastqc.zip
FastQC	all_sections	P12002_114_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_114_R2_fastqc.zip
FastQC	all_sections	P12002_140_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_140_R2_fastqc.zip
FastQC	all_sections	P12002_146_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_146_R2_fastqc.zip
FastQC	all_sections	P12002_190_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_190_R2_fastqc.zip
FastQC	all_sections	P12002_148_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_148_R2_fastqc.zip
FastQC	all_sections	P12002_156_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_156_R2_fastqc.zip
FastQC	all_sections	P12002_138_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_138_R2_fastqc.zip
FastQC	all_sections	P12002_102_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_102_R2_fastqc.zip
FastQC	all_sections	P12002_155_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_155_R2_fastqc.zip
FastQC	all_sections	P12002_203_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_203_R2_fastqc.zip
FastQC	all_sections	P12002_116_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_116_R2_fastqc.zip
FastQC	all_sections	P12002_103_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_103_R2_fastqc.zip
FastQC	all_sections	P12002_202_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_202_R2_fastqc.zip
FastQC	all_sections	P12002_201_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_201_R2_fastqc.zip
FastQC	all_sections	P12002_204_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_204_R2_fastqc.zip
FastQC	all_sections	P12002_179_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_179_R2_fastqc.zip
FastQC	all_sections	P12002_107_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_107_R2_fastqc.zip
FastQC	all_sections	P12002_139_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_139_R2_fastqc.zip
FastQC	all_sections	P12002_124_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_124_R2_fastqc.zip
FastQC	all_sections	P12002_176_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_176_R2_fastqc.zip
FastQC	all_sections	P12002_191_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_191_R2_fastqc.zip
FastQC	all_sections	P12002_195_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_195_R2_fastqc.zip
FastQC	all_sections	P12002_160_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_160_R2_fastqc.zip
FastQC	all_sections	P12002_130_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_130_R2_fastqc.zip
FastQC	all_sections	P12002_119_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_119_R2_fastqc.zip
FastQC	all_sections	P12002_122_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_122_R2_fastqc.zip
FastQC	all_sections	P12002_150_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_150_R2_fastqc.zip
FastQC	all_sections	P12002_126_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_126_R2_fastqc.zip
FastQC	all_sections	P12002_164_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_164_R2_fastqc.zip
FastQC	all_sections	P12002_189_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_189_R2_fastqc.zip
FastQC	all_sections	P12002_149_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_149_R2_fastqc.zip
FastQC	all_sections	P12002_194_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_194_R2_fastqc.zip
FastQC	all_sections	P12002_143_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_143_R2_fastqc.zip
FastQC	all_sections	P12002_153_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_153_R2_fastqc.zip
FastQC	all_sections	P12002_141_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_141_R2_fastqc.zip
FastQC	all_sections	P12002_101_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_101_R2_fastqc.zip
FastQC	all_sections	P12002_183_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_183_R2_fastqc.zip
FastQC	all_sections	P12002_120_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_120_R2_fastqc.zip
FastQC	all_sections	P12002_133_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_133_R2_fastqc.zip
FastQC	all_sections	P12002_137_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_137_R2_fastqc.zip
FastQC	all_sections	P12002_173_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_173_R2_fastqc.zip
FastQC	all_sections	P12002_165_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_165_R2_fastqc.zip
FastQC	all_sections	P12002_121_R2	/crex/proj/snic2020-6-222/Projects/Tconura/working/Andre/CONURA_WGS/01-QC/fastqc_raw_R2_P12002/P12002_121_R2_fastqc.zip
